filename,width,height,class,xmin,ymin,xmax,ymax
113_png_jpg.rf.39f5ec66d5d8ab405969cd893a54ce30.jpg,640,640,yellow,394,259,459,341
traffic-light-98-_jpg.rf.39fead197e13eb6f09a963dafe8af31b.jpg,640,640,yellow,263,193,426,490
traffic-light-594-_jpg.rf.3a1b697b9592781e36d48bf9d8cfd526.jpg,640,640,red,334,140,467,391
111_png_jpg.rf.3a34cdd1231f365a44bda6dd4d20f643.jpg,640,640,yellow,275,141,329,220
traffic-light-65-_jpg.rf.3a4b0c5984d4931dc155ae69b115259b.jpg,640,640,yellow,135,56,504,638
457_png_jpg.rf.3a4ecd3dbfa4df0e97b331b1b6a0ad09.jpg,640,640,green,218,340,354,508
425_png_jpg.rf.3a68bb9c84db1c157e3321291bc01e69.jpg,640,640,yellow,464,207,548,317
traffic-light-455-_jpg.rf.3a56625d1c0d8a2df1b9ceecd8dd6546.jpg,640,640,red,6,277,46,356
traffic-light-455-_jpg.rf.3a56625d1c0d8a2df1b9ceecd8dd6546.jpg,640,640,red,588,154,625,236
521_png_jpg.rf.3a6c9d1ed91064a362965fb0d9c976bc.jpg,640,640,yellow,352,366,454,486
337_png_jpg.rf.3a6dcf383f261f0d925df53e6236138f.jpg,640,640,yellow,263,161,375,300
65_png_jpg.rf.3a56f305e374a0a28ad9fb6801c72873.jpg,640,640,red,355,448,423,540
76_png_jpg.rf.3a8daeecb5b21dec8c22bee9f44c8c72.jpg,640,640,green,284,231,353,317
225_png_jpg.rf.3a98ac1facd299f4563dc07ed6da4494.jpg,640,640,green,243,356,304,435
traffic-light-695-_jpg.rf.3a93b91aa9461b142978f264c0d51261.jpg,640,640,yellow,276,309,349,440
traffic-light-448-_jpg.rf.3a9b5208ff9e6eb9da0cd707951f807e.jpg,640,640,red,570,467,615,555
traffic-light-448-_jpg.rf.3a9b5208ff9e6eb9da0cd707951f807e.jpg,640,640,red,2,340,22,433
92_png_jpg.rf.3af194af1dd39ca0687b5bad0275b212.jpg,640,640,yellow,234,180,308,274
traffic-light-596-_jpg.rf.3ab5aa18a40a13a2abb53c15a78edb48.jpg,640,640,green,405,177,511,462
traffic-light-71-_jpg.rf.3aa2b063675c47b22da1e6705a0b6a4e.jpg,640,640,yellow,129,54,469,594
312_png_jpg.rf.3af4564aa65bd53a285d18c9a071372a.jpg,640,640,red,305,293,338,335
traffic-light-119-_jpg.rf.3afc44f4a373c6b22b3bda4dff4157f4.jpg,640,640,yellow,239,128,400,513
482_png_jpg.rf.3affc265b52a7ed53a46b120f092cca1.jpg,640,640,yellow,224,184,319,307
traffic-light-65-_jpg.rf.3b07172c6cd2443197ec7be2c5a9effa.jpg,640,640,yellow,137,56,506,638
traffic-light-95-_jpg.rf.3b0119c66914debaa6ef688c8851796a.jpg,640,640,yellow,178,100,418,486
traffic-light-785-_jpg.rf.3b161bc19424becfced9a200e0061f64.jpg,640,640,red,188,245,251,429
148_png_jpg.rf.3b118694532c88de8ea1c82579d8ad44.jpg,640,640,yellow,265,145,328,225
81_png_jpg.rf.3b3ee5e34d6e927d6e0dda2722827451.jpg,640,640,red,470,296,565,414
495_png_jpg.rf.3b9de8b53f775d6a494dd8f8428f4a5a.jpg,640,640,red,474,168,551,275
538_png_jpg.rf.3b562418b609d9d54963d422ce3dff9e.jpg,640,640,yellow,388,357,469,457
99_png_jpg.rf.3b941eb48fad81e63de378332e380765.jpg,640,640,red,303,0,389,123
traffic-light-237-_jpg.rf.3b78b0cb9d4a620595fc0bff2d2a9963.jpg,640,640,green,273,382,371,571
472_png_jpg.rf.3b8d432e8ef00bac1e08ec61d1e9aa3c.jpg,640,640,red,245,367,309,448
372_png_jpg.rf.3bcc7a920b5149326bb5ff5db083e01a.jpg,640,640,green,165,421,253,526
178_png_jpg.rf.3baaf187e1a3517996ac630ab019b904.jpg,640,640,red,240,106,294,185
traffic-light-596-_jpg.rf.3bb7cf04bcf4fd95a4f1c278293495fa.jpg,640,640,green,405,178,511,463
375_png_jpg.rf.3bce259fe9385051e36ecbe3083ec59f.jpg,640,640,red,411,178,511,309
traffic-light-144-_jpg.rf.3bf42901870a064312c51775709d5e0d.jpg,640,640,yellow,216,123,410,506
485_png_jpg.rf.3c3b3daefaab9bf1285f17b407053aaf.jpg,640,640,red,236,380,294,454
traffic-light-312-_jpg.rf.3c08ecb0e6774c8ba08ceec914df2a5f.jpg,640,640,red,42,446,94,573
traffic-light-312-_jpg.rf.3c08ecb0e6774c8ba08ceec914df2a5f.jpg,640,640,red,557,70,605,186
244_png_jpg.rf.3c762707e1f449a81ce653fd3a95653b.jpg,640,640,red,222,111,291,209
365_png_jpg.rf.3c5f1b2d4163352505c6ddf47db997e1.jpg,640,640,red,442,172,565,330
244_png_jpg.rf.3c57cbbab914e64e40ec615c85d5807e.jpg,640,640,red,222,227,312,334
traffic-light-633-_jpg.rf.3c764b96a85b04d22a8c50641fa3bea7.jpg,640,640,green,88,254,116,314
traffic-light-633-_jpg.rf.3c764b96a85b04d22a8c50641fa3bea7.jpg,640,640,green,316,72,339,133
traffic-light-633-_jpg.rf.3c764b96a85b04d22a8c50641fa3bea7.jpg,640,640,green,494,263,514,318
traffic-light-90-_jpg.rf.3c5d2345f28857ca8aeddd4672934829.jpg,640,640,green,158,89,415,531
traffic-light-544-_jpg.rf.3c7beed6738080e7630a589a51dd35a6.jpg,640,640,green,132,450,218,613
traffic-light-544-_jpg.rf.3c7beed6738080e7630a589a51dd35a6.jpg,640,640,green,345,21,502,90
traffic-light-256-_jpg.rf.3c8b800bdd7680f0d4538d1ed069d6d7.jpg,640,640,green,294,146,371,314
traffic-light-275-_jpg.rf.3c8df45544e1503acb606be26a845e76.jpg,640,640,yellow,248,133,429,415
traffic-light-918-_jpg.rf.3ca13607cd23871493400ba67f0e325c.jpg,640,640,green,199,86,400,523
traffic-light-505-_jpg.rf.3c7e69e88a07652a65a3c173bd86796e.jpg,640,640,green,0,275,62,412
traffic-light-505-_jpg.rf.3c7e69e88a07652a65a3c173bd86796e.jpg,640,640,green,512,214,626,268
traffic-light-905-_jpg.rf.3c9504fe62df54d73b275f6e34c6435b.jpg,640,640,red,208,46,428,546
182_png_jpg.rf.3cbb16d8b141dd10d4d0f28c34f911ab.jpg,640,640,red,214,290,285,376
333_png_jpg.rf.3ca6b37d8f61b3f652e85d25d8cb68d8.jpg,640,640,red,232,136,325,260
338_png_jpg.rf.3caa8a68f86d62e52081f5aab9488a97.jpg,640,640,red,350,281,388,331
traffic-light-499-_jpg.rf.3cbeec935adeee0ef4aaf1961c447c08.jpg,640,640,green,525,300,581,400
traffic-light-509-_jpg.rf.3cd1900260a87bdb3d182e344f22102b.jpg,640,640,green,2,259,70,399
traffic-light-509-_jpg.rf.3cd1900260a87bdb3d182e344f22102b.jpg,640,640,green,528,437,633,496
traffic-light-902-_jpg.rf.3d4d7e33f66c453493845a0ef787160b.jpg,640,640,green,230,44,444,604
435_png_jpg.rf.3d0c8ce3cf8a3fc6f81600ba62a0dbc7.jpg,640,640,green,176,308,298,436
510_png_jpg.rf.3d102f41ceabf97e7f6eed95459696c5.jpg,640,640,green,285,334,437,519
traffic-light-619-_jpg.rf.3cd954fe2086ce94dddea4b244a810d1.jpg,640,640,green,229,218,360,457
384_png_jpg.rf.3d7dba5b2c77b43bf4e1f41af2228af8.jpg,640,640,red,238,127,326,242
traffic-light-273-_jpg.rf.3d5b1803a3724e40f12347f7b1ab55ec.jpg,640,640,yellow,305,236,401,408
traffic-light-365-_jpg.rf.3d7827e004ee17461d5514facdbdd91d.jpg,640,640,green,317,87,343,170
traffic-light-671-_jpg.rf.3d6d1519e421ba99a1672efa1b4fa3d8.jpg,640,640,green,279,140,300,198
388_png_jpg.rf.3d8d79ead052aa70ca2a4895937d8531.jpg,640,640,yellow,336,293,393,365
traffic-light-274-_jpg.rf.3dac2f5f8714ad1d8a7689091172b9ea.jpg,640,640,yellow,243,62,363,296
401_png_jpg.rf.3dcf8da5b935b17b7984926b4f33781f.jpg,640,640,yellow,239,261,303,340
191_png_jpg.rf.3dbe596688872e8e41f2fa19a96642f1.jpg,640,640,red,173,350,230,436
336_png_jpg.rf.3d96c6179c3b33828b9f2678e07fe675.jpg,640,640,red,222,228,326,352
533_png_jpg.rf.3dc2f3685aa6877493808ebfeb7a2203.jpg,640,640,yellow,354,131,430,250
traffic-light-638-_jpg.rf.3de348fc07a5a116df4f7388c81ea1be.jpg,640,640,green,599,156,618,192
traffic-light-638-_jpg.rf.3de348fc07a5a116df4f7388c81ea1be.jpg,640,640,green,484,36,503,73
traffic-light-638-_jpg.rf.3de348fc07a5a116df4f7388c81ea1be.jpg,640,640,green,365,136,378,170
traffic-light-273-_jpg.rf.3de24302b2e67afd3dec6dd274308e7e.jpg,640,640,yellow,263,236,351,410
359_png_jpg.rf.3dc696e7adb31f19e3d75e5714ae9f70.jpg,640,640,green,341,337,419,427
traffic-light-377-_jpg.rf.3def9f7a774711b1d9c4ac32870de551.jpg,640,640,yellow,337,258,447,498
524_png_jpg.rf.3dee7f19cd9221443ff0033af4083006.jpg,640,640,yellow,188,161,280,275
532_png_jpg.rf.3e07e08b83ce47477d178be46572d556.jpg,640,640,green,294,387,458,581
538_png_jpg.rf.3e0485a4851ac7dbcb2fd59c7d7d6cb0.jpg,640,640,red,193,0,281,54
539_png_jpg.rf.3e13bc8001c82830cab98ccafc7db5a8.jpg,640,640,yellow,537,180,640,325
547_png_jpg.rf.3e109c75c68cadd84e8fac66bd5e78f4.jpg,640,640,green,299,418,472,613
243_png_jpg.rf.3e0f881eb4f59f5f67ee0d875757fb4b.jpg,640,640,yellow,262,142,347,248
traffic-light-215-_jpg.rf.3e17d868a9b56d4eac698ee4799272aa.jpg,640,640,green,288,250,421,481
77_png_jpg.rf.3e1bb3ddf582ddf1d426a42bd059b08b.jpg,640,640,yellow,331,366,412,467
525_png_jpg.rf.3e21e161c16e792d7c15a7e6d1e84363.jpg,640,640,red,214,375,287,458
traffic-light-185-_jpg.rf.3e32b2ebb137bf7c9f68293910750ea5.jpg,640,640,red,242,211,324,447
MnDOT-traffic-signals-at-intersection_jpg.rf.3e297e76ddc15a6af5f5abd6a6874fe5.jpg,640,640,red,128,147,142,208
MnDOT-traffic-signals-at-intersection_jpg.rf.3e297e76ddc15a6af5f5abd6a6874fe5.jpg,640,640,red,243,151,258,212
MnDOT-traffic-signals-at-intersection_jpg.rf.3e297e76ddc15a6af5f5abd6a6874fe5.jpg,640,640,red,336,178,352,240
MnDOT-traffic-signals-at-intersection_jpg.rf.3e297e76ddc15a6af5f5abd6a6874fe5.jpg,640,640,red,470,291,486,353
MnDOT-traffic-signals-at-intersection_jpg.rf.3e297e76ddc15a6af5f5abd6a6874fe5.jpg,640,640,red,567,105,587,202
traffic-light-224-_jpg.rf.3e3a2046cf6887d2cc34141654027558.jpg,640,640,green,311,171,351,288
549_png_jpg.rf.3e455da3683dbb08e0189fcc082fdcfb.jpg,640,640,yellow,279,308,423,484
traffic-light-16-_jpg.rf.3e42c8626f7de0e1033b177edaed8e00.jpg,640,640,yellow,246,155,414,500
517_png_jpg.rf.3e60ac220adf78588f7a46ce2a2b9ea2.jpg,640,640,red,231,378,299,462
traffic-light-211-_jpg.rf.3e8eb2d289372fb803b0d18fc91c8328.jpg,640,640,yellow,278,309,338,406
traffic-light-214-_jpg.rf.3eb042541bac72a184120e3633c643f1.jpg,640,640,green,230,97,359,336
traffic-light-665-_jpg.rf.3ec0c30b908baf58ed83a78233ce9d99.jpg,640,640,green,317,248,346,307
traffic-light-665-_jpg.rf.3ec0c30b908baf58ed83a78233ce9d99.jpg,640,640,green,103,53,134,115
188_png_jpg.rf.3e7eb1b8b75e8c5b2bae60d4e7a0c608.jpg,640,640,red,234,120,292,200
traffic-light-102-_jpg.rf.3ed8c1a45934d685867d6a63da3cf86d.jpg,640,640,green,256,173,411,449
72_png_jpg.rf.3f13e620a8243d3a00ce7ae32ca710c1.jpg,640,640,red,352,457,413,536
traffic-light-915-_jpg.rf.3e50e129b714e7cd4c745103d98803c9.jpg,640,640,green,167,85,432,604
315_png_jpg.rf.3f14b6a6d0f9ffb41ad4aeb2dac7f496.jpg,640,640,red,198,158,305,304
295_png_jpg.rf.3ef476b5c65886cf136b1ba2e040cabd.jpg,640,640,green,160,402,237,500
traffic-light-722-_jpg.rf.3f0197b16fc64f3738edc86e9a8d591a.jpg,640,640,green,215,79,472,530
278_png_jpg.rf.3f2b21280187b2b06a6a50ac52df5fc8.jpg,640,640,yellow,229,175,324,275
125_png_jpg.rf.3f19ae39121801f2b0d8f03baa58c6e8.jpg,640,640,green,294,231,365,311
452_png_jpg.rf.3f1a1927ed7f795379fb6023371336d8.jpg,640,640,green,197,402,282,507
400_png_jpg.rf.3f269442d1a673c99b3023fdf4f60f4f.jpg,640,640,red,373,224,469,344
traffic-light-225-_jpg.rf.3f5e8930dd5e604d7b4e4081be2909f1.jpg,640,640,green,297,364,350,505
traffic-light-863-_jpg.rf.3f98644b3690851165f71575406072ce.jpg,640,640,red,369,6,549,297
traffic-light-53-_jpg.rf.3f6853ad95a7ff1a643279ad42d993ca.jpg,640,640,yellow,221,128,402,461
307_png_jpg.rf.3f566dfeaf8ac7bb78fa797032841f7e.jpg,640,640,green,402,126,480,231
448_png_jpg.rf.3fcd86b01b4a18a72ffab18acfb26554.jpg,640,640,green,175,321,296,457
113_png_jpg.rf.3fed6a051b88b5205b432c9171acaef4.jpg,640,640,red,121,200,215,316
508_png_jpg.rf.3fcc935836bc3ae9e8df8e9760bd00d2.jpg,640,640,red,158,39,304,222
419_png_jpg.rf.3fdcfdb45e1bbf95db4aa491d9fbaff7.jpg,640,640,red,361,212,463,351
470_png_jpg.rf.400779060663b523cd55175221078244.jpg,640,640,green,260,356,400,518
344_png_jpg.rf.4030f6a4e97c725c714f48fc10b2ab8d.jpg,640,640,red,289,183,413,343
traffic-light-920-_jpg.rf.3fea36168b0abce32a82a3f23b10703e.jpg,640,640,red,296,246,439,607
traffic-light-473-_jpg.rf.402420b8cb322a732e9cc90b9111cc09.jpg,640,640,red,144,317,184,388
traffic-light-473-_jpg.rf.402420b8cb322a732e9cc90b9111cc09.jpg,640,640,red,489,165,532,236
traffic-light-162-_jpg.rf.4031da45bafb56a13331db203d25706b.jpg,640,640,green,248,152,378,476
364_png_jpg.rf.403801f3ec80f78bc85137cbcda905e0.jpg,640,640,red,212,128,306,246
92_png_jpg.rf.405cf7d3643ab2c28cb1cd5e682f7b21.jpg,640,640,yellow,354,206,425,304
299_png_jpg.rf.40751ebd25a9a3f6fe638444817f6ac6.jpg,640,640,green,326,339,386,413
264_png_jpg.rf.408c72cbe0a057c5c4924271997a49f5.jpg,640,640,green,172,363,243,451
516_png_jpg.rf.409b1b2baa1d07af09be9bf47d229a42.jpg,640,640,yellow,349,351,450,470
376_png_jpg.rf.40c5657efec88512b52124d40f64f39d.jpg,640,640,red,404,185,504,309
traffic-light-102-_jpg.rf.40c7796107ce2a187adbdc2ed77c2063.jpg,640,640,green,267,196,364,451
412_png_jpg.rf.40cea8d45f6ec1068b778fcaab3e7140.jpg,640,640,yellow,232,192,372,366
traffic-light-616-_jpg.rf.40dcf1ca69a5adb6a8879856f0531d99.jpg,640,640,red,200,381,563,597
traffic-light-394-_jpg.rf.40ec9501460c2ff1d5e07e335dab0e1a.jpg,640,640,red,50,494,174,562
traffic-light-394-_jpg.rf.40ec9501460c2ff1d5e07e335dab0e1a.jpg,640,640,red,526,62,576,264
traffic-light-734-_jpg.rf.40e867e596fd22f1d759d8ee60905c60.jpg,640,640,green,214,125,366,521
483_png_jpg.rf.40efc67cee40b71c1cd6d9e2e53bac0c.jpg,640,640,yellow,504,189,594,315
228_png_jpg.rf.410fa2e56f2a3e3fc7fd8ce0f489fcd0.jpg,640,640,red,232,223,318,342
340_png_jpg.rf.4104c58a055ad1724b168e67ef7466d5.jpg,640,640,green,323,323,399,414
traffic-light-98-_jpg.rf.41248da1003ba704d06eb2f9e05712d5.jpg,640,640,yellow,251,138,420,443
255_png_jpg.rf.40fb152467a260680e020abcddbdef73.jpg,640,640,red,215,258,306,363
traffic-light-530-_jpg.rf.410855ea931402a3db7187701b8f77b0.jpg,640,640,green,205,40,398,533
409_png_jpg.rf.411af3834267596cb929e1e95d91076b.jpg,640,640,green,205,181,319,309
traffic-light-637-_jpg.rf.4100bfec48146b34bcd0a631b078f112.jpg,640,640,green,210,158,225,191
traffic-light-637-_jpg.rf.4100bfec48146b34bcd0a631b078f112.jpg,640,640,green,335,53,345,86
traffic-light-637-_jpg.rf.4100bfec48146b34bcd0a631b078f112.jpg,640,640,green,442,160,452,192
357_png_jpg.rf.413d17ffc9d375d7d8b6f4acef184ff0.jpg,640,640,red,319,351,361,405
traffic-light-674-_jpg.rf.41286e74c34b28178bd101683cfd81e6.jpg,640,640,green,271,103,294,140
traffic-light-674-_jpg.rf.41286e74c34b28178bd101683cfd81e6.jpg,640,640,green,422,191,445,230
385_png_jpg.rf.413479fec099478bf6032bc71fc84d60.jpg,640,640,yellow,336,291,388,362
478_png_jpg.rf.4134fd1e17579f95e40f84eb1bc7a12d.jpg,640,640,red,136,321,254,496
traffic-light-347-_jpg.rf.41354e79eb16661f57d9ac7e500110c9.jpg,640,640,green,620,371,639,493
traffic-light-347-_jpg.rf.41354e79eb16661f57d9ac7e500110c9.jpg,640,640,green,384,432,449,549
traffic-light-738-_jpg.rf.415abd0c52a31d3c758e3e22000aa5c3.jpg,640,640,red,118,142,275,507
traffic-light-731-_jpg.rf.41a7c5ff927a261f27bc867f6ba89158.jpg,640,640,red,212,80,458,559
206_png_jpg.rf.4189cdf486a56d43eb9f2e0b1477c56f.jpg,640,640,green,238,221,327,315
traffic-light-3-_jpg.rf.414a622a4eef640f86e94a264a914129.jpg,640,640,yellow,191,90,462,593
traffic-light-799-_jpg.rf.4190b0e8b32ba2256b7b2d211a3111a2.jpg,640,640,red,475,448,548,566
traffic-light-799-_jpg.rf.4190b0e8b32ba2256b7b2d211a3111a2.jpg,640,640,red,129,0,197,89
traffic-light-102-_jpg.rf.4147965ffeff79a56504719f34cfb034.jpg,640,640,green,256,191,411,467
370_png_jpg.rf.41ce6b9e068bda7428ce1f0c813a8d3b.jpg,640,640,yellow,240,246,350,406
327_png_jpg.rf.415f7ccca9cba55f51be3aa440cfbdb0.jpg,640,640,green,228,220,303,311
329_png_jpg.rf.41c3143774aed279f83317c5486d59e4.jpg,640,640,red,330,291,365,337
416_png_jpg.rf.41d017710ce3c7bcfd0777f9c331f780.jpg,640,640,yellow,459,213,537,322
348_png_jpg.rf.41bd15e50946eecf3e88c99cef634f08.jpg,640,640,red,211,143,312,256
409_png_jpg.rf.4214675114a1e21b1d800b1a0f84c152.jpg,640,640,red,394,229,450,309
traffic-light-242-_jpg.rf.41dc99e96d0af0fc2384cffab6c49c5e.jpg,640,640,yellow,250,117,321,286
141_png_jpg.rf.4219bff0e80904ad5414ee098fb72074.jpg,640,640,red,264,183,343,281
traffic-light-367-_jpg.rf.4255b0b2c07b9004af752117602fb9f1.jpg,640,640,green,322,100,351,169
traffic-light-366-_jpg.rf.4225c045d8d02cb68ccfdb71b78f243f.jpg,640,640,green,571,290,592,341
traffic-light-366-_jpg.rf.4225c045d8d02cb68ccfdb71b78f243f.jpg,640,640,green,285,57,315,133
88_png_jpg.rf.4258da2a883bb25f7796f86b506c1af7.jpg,640,640,green,292,235,354,322
IMG_1483_jpg.rf.421b6b68230598ed2a1521c715400598.jpg,640,640,yellow,118,142,161,214
IMG_1483_jpg.rf.421b6b68230598ed2a1521c715400598.jpg,640,640,yellow,337,184,375,249
traffic-light-223-_jpg.rf.425f15eb54d8b3cbf928893b3d6019a3.jpg,640,640,green,334,329,374,430
449_png_jpg.rf.4267d41bd1f16a0388ad74b6fc3c0d43.jpg,640,640,red,205,97,329,243
traffic-light-475-_jpg.rf.426c544af315d54c93767d516293b554.jpg,640,640,red,55,337,98,436
traffic-light-475-_jpg.rf.426c544af315d54c93767d516293b554.jpg,640,640,red,455,11,498,107
traffic-light-523-_jpg.rf.426a962d6aa69d401bfccac2994592e6.jpg,640,640,green,89,138,220,493
330_png_jpg.rf.42840b39a26490d20cd37562d0792916.jpg,640,640,yellow,338,290,387,360
